(千円),Unnamed: 1,Unnamed: 2,Done,PMとGROVEには韓国案件が含まれていないため、ピュアなJP業績になります,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
前月比_販管費(人件費以外),1.577,0.705,1.0601255032562578,0.868992634027143,0.9536004778974061,0.7714319466763429,1.0953240360741858,0.9407370143094634,1.1138025377002148,1.0716513865966668,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
CG,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,255755,340623,264694.2667441124,253960.58056111066,186855.35301314,103589.10406207167,92098.90965239657,284443.8646053423,60959.383854266904,50310.216707567844,0,0,0,0,50029.192,,264694.2667441124
原価,179816,243924,202530.0545270478,196753.58408667927,131375.2515681178,71639.72443180073,61345.97408601644,215388.28575710178,41814.450238455065,38627.853024159645,0,0,0,0,38909.905,,202530.0545270478
粗利,75940,96699,62164.21221706463,57206.99647443139,55480.101445022214,31949.379630270938,30752.935566380133,69055.57884824055,19144.93361581184,11682.363683408199,0,0,0,0,11119.287,,62164.21221706463
人件費,3932,4463,4345.989,4305.872,4483.656,4464.374000000001,4139.34,2953.362,2971.184,2588.792999999985,0,0,0,0,2971.184,,4345.989
その他販管費,12760,8204,7172.8369999999995,11004.462,7537.526000000001,6165.723999999999,15987.060000000001,5922.517999999999,6087.836,5463.27,0,0,0,0,6087.836,,7172.8369999999995
管理部門コスト,3288,6192,2193.3222177039765,2628.6021834349945,2527.302809716933,2747.229051450172,4082.3871549121313,2292.254297472673,2584.132036556684,2790.4881198303374,0,0,0,0,2584.13203655668,,2193.3222177039765
エンジニアコスト,884,852,1077.2438807951182,973.24498435049,977.4608338097884,926.609420793781,989.0735350844319,852.5652022837585,894.1648685151381,890.1420622715556,0,0,0,0,894.164868515138,,1077.2438807951182
営業利益,55076,76988,47374.820118565534,38294.815306645905,39954.15580149549,17645.44315802699,5555.074876383565,57034.879348484115,6607.616710740016,-50.32949869367985,0,0,0,0,-1418.0299050718168,,47374.820118565534
粗利率,0.297,0.284,0.2348528851105059,0.22525935461336544,0.2969147019358913,0.3084241332092856,0.33391204827993193,0.24277401428240744,0.3140604842985429,0.23220658641390618,0,0,0,0,,,
営業利益率,0.215,0.226,0.17897939649884498,0.1507903912569258,0.21382398286810572,0.17034072567568165,0.060316402195745356,0.20051365645597022,0.10839375815438972,-0.0010003832618377315,0,0,0,0,,,
1人当たり粗利益,12046,13164,8411.55728885454,7702.778649543732,7304.466509629414,4188.194911531148,3792.437089541908,13381.506949535595,3681.5079682912697,2221.764515901968,0,0,0,0,,,
1人当たり営業利益,8737,10481,6410.376634148061,5156.300870717659,5260.332720583451,2313.113935274681,685.0491378589146,11052.150269349455,1270.6230306232576,-9.57171830385356,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",6,7,7.39033333333333,7.4268,7.59536666666666,7.62843666666666,8.10901666666666,5.16052333333333,5.20029666666666,5.25814666666666,4.43478666666666,4.19293333333333,3.77816666666666,3.62688666666666,,,
前月比_売上,1.032,1.332,0.7770886485766153,0.9594487394266898,0.7357651829283676,0.5543812494083972,0.889079121653663,3.0884607177099257,0.21431077073448673,0.8253071721958741,0,0,0,0,,,
前月比_粗利,1.393,1.273,0.6428630308179467,0.9202561157644262,0.9698132197836848,0.5758709663126886,0.9625518843327645,2.24549551372695,0.27723949223400984,0.6102065391211235,0,0,0,0,,,
前月比_人件費,1.067,1.135,0.9737819852117409,0.9907691897057265,1.041288733153238,0.995699491664838,0.9271938238149401,0.7134862079461943,1.0060344786721032,0.87130012816439,0,0,0,0,,,
前月比_販管費(人件費以外),1.816,0.643,0.8743097269624572,1.5341854276069566,0.6849517950082431,0.8180036791912888,2.5928925783898213,0.37045698208426053,1.0279134651849098,0.8974075517145994,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
D2C Creator,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,112326,197458,98583.37,110438.987,144182.289,122264.266,90554.115,164691.801,79589.036,98647.55,0,0,0,0,104676.523,,98583.37
原価,51128,165139,53634.349,42937.923,38257.549,67569.835,40926.699,81094.379,40354.617,43037.038,0,0,0,0,51354.692,,53634.349
粗利,61198,32318,44949.02099999999,67501.06399999998,105924.73999999999,54694.431,49627.416000000005,83597.422,39234.418999999994,55610.512,0,0,0,0,53321.831,,44949.02099999999
人件費,17574,17584,18412.126,17937.853,18985.847,18885.393199999853,18359.959399999858,17199.4176,19417.9698,15810.035800000001,0,0,0,0,19417.9698,,18412.126
その他販管費,35028,56081,23844.018000000007,29435.612000000005,35786.32400000001,49296.409999999996,41341.115999999995,68243.25399999999,33409.284999999996,46883.259999999995,0,0,0,0,20793.998,,23844.018000000007
ロイヤリティ,16135,41622,21295.885,21522.37,28739.516,,,,,,,,,,12615.287,,
管理部門コスト,15912,23995,8010.1619217667685,10114.627699342554,9566.352615765123,10236.81586972013,14315.888905626063,12272.311114000153,14143.091956636736,14055.360638666054,0,0,0,0,14143.0919566367,,8010.1619217667685
エンジニアコスト,4504,3417,5032.114642269847,5554.401888904974,6072.696525957109,6329.684899353817,6525.204897358859,6864.678672603976,3804.5958652753984,4456.660152536494,0,0,0,0,3804.59586527539,,5032.114642269847
営業利益,-27954,-110381,-31645.28456403663,-17063.800588247555,6774.003858277749,-30053.872969073796,-30914.75320298477,-20982.23938660411,-31540.523621912143,-25594.80459120254,0,0,0,0,-17453.11162191208,,-31645.28456403663
粗利率,0.545,0.164,0.45594932492163737,0.6112068376722796,0.7346584711247024,0.4473460054142066,0.5480415329551838,0.5075991730760173,0.49296261108125494,0.5637292766013956,0,0,0,0,,,
営業利益率,-0.249,-0.559,-0.32100023121583926,-0.15450884738962298,0.046982218865159985,-0.24581076672945304,-0.3413953435797453,-0.12740305989248432,-0.3962923187298329,-0.2594570730971275,0,0,0,0,,,
1人当たり粗利益,2006,1135,682.1832530566877,627.687809828189,660.3772869565217,664.385989023871,645.6533263000521,622.5244801563604,682.2539149377228,596.9505298663393,0,0,0,0,,,
1人当たり営業利益,-916,-3878,-1172.4818289750513,-597.1026531760557,235.617525505313,-1057.2918395236818,-1087.1599877967303,-759.4418584651396,-1108.1820572321255,-966.400858026126,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",31,28,26.99,28.5776666666666,28.75,28.4253333333333,28.43625,27.6285,28.4615,26.4846666666666,24.1571666666666,21.42543,21.69633,19.79828,,,
前月比_売上,0.922,1.758,0.4992624760708606,1.1202598064967753,1.3055379528245763,0.8479839434370473,0.7406425275558437,1.8187113970469482,0.48326046297836034,1.239461550960361,0,0,0,0,,,
前月比_粗利,0.969,0.528,1.3908354786806112,1.501724898524486,1.5692306716824496,0.5163518078968143,0.907357752748173,1.6845008009282612,0.46932570480462893,1.4173909902934974,0,0,0,0,,,
前月比_人件費,0.97,1.001,1.0470954276615105,0.9742412690419346,1.0584236028693068,0.9947090166690932,0.9721777675245862,0.9367895225302151,1.1289899606833198,0.8141961267238145,0,0,0,0,,,
前月比_販管費(人件費以外),0.713,1.601,0.4251710561509247,1.2345072042807548,1.2157492767604086,1.377520921120593,0.838623258772799,1.650735650193865,0.48956172283343935,1.4033003100784707,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
Global E-Commerce,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,87540,107157,38150.909,38825.544,47317.71,34887.141,36040.795,73936.735,0,0,0,0,0,0,,,38150.909
原価,32339,54898,1319.459,10251.765,11210.991,8896.743,10499.158,33286.234,0,0,0,0,0,0,,,1319.459
粗利,55201,52259,36831.45,28573.779000000002,36106.719,25990.398,25541.637,40650.501000000004,0,0,0,0,0,0,,,36831.45
人件費,12244,11367,11502.403557303602,12194.538508950896,12237.93795,10808.70112,9289.04249,9776.32992,0,0,0,0,0,0,0,,11502.403557303602
その他販管費,32413,60841,10944.501999999997,11067.329000000002,14379.641,11679.580999999996,13307.995000000003,19866.833000000002,0,0,0,0,0,0,0,,10944.501999999997
管理部門コスト,11736,17633,5597.511439393484,7289.894327856207,7048.781687065619,7223.968120080886,9487.12134910734,9061.323138378439,0,0,0,0,0,0,0,,5597.511439393484
エンジニアコスト,6152,6571,6340.993623545792,4942.3888178960915,4820.124837264813,4630.942561872316,4482.720572970907,3815.454992535116,0,0,0,0,0,0,0,,6340.993623545792
営業利益,-7345,-44153,2446.0393797571232,-6920.3716547031945,-2379.766474330434,-8352.794801953198,-11025.242412078249,-1869.440050913552,0,0,0,0,0,0,,,2446.0393797571232
粗利率,0.631,0.488,0.9654147428046864,0.7359530879979428,0.763069873837935,0.7449850361770831,0.7086868366804895,0.5498011374183618,0,0,0,0,0,0,,,
営業利益率,-0.084,-0.412,0.06411483877768479,-0.17824274798836545,-0.05029335684948477,-0.23942331078242257,-0.3059100780678742,-0.025284319775731944,0,0,0,0,0,0,,,
1人当たり粗利益,2453,2498,1952.8201047896268,1387.2974373012132,1704.4430782484385,1295.6760610189792,1355.3774896522493,1992.7064834984142,0,0,0,0,0,0,,,
1人当たり営業利益,-326,-2111,129.69011206175318,-335.9938446273311,-112.33855103312486,-416.40440702349093,-585.0590306052086,-91.64082159693531,0,0,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",23,21,18.8606466666666,20.5967215333333,21.1838808,20.0593333333333,18.8446666666666,20.3996430666666,0,0,0,0,0,0,,,
前月比_売上,1.539,1.224,0.3560281549502132,1.0176833270211203,1.2187262591864778,0.7372956341293778,1.0330681725968889,2.051473476098405,0,0,0,0,0,0,,,
前月比_粗利,1.468,0.947,0.7047867352991829,0.775798373400993,1.2636312123783136,0.719821648707544,0.9827335849185533,1.5915385924559184,0,0,0,0,0,0,,,
前月比_人件費,1.05,0.928,1.011911987094537,1.0601730714975492,1.0035589244330358,0.8832126101767006,0.8594041399490562,1.0524583056353314,0,0,0,0,0,0,,,
前月比_販管費(人件費以外),1.825,1.877,0.17988695123354312,1.0112227125546693,1.2992873890348788,0.8122303609665914,1.139424008446879,1.4928494487712085,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
DX / AI,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,26615,31756,35290.86,31833.284,22914.702,40572.907,50221.02,32769.167,99373.579,62628.873,0,0,0,0,51024.196,,35290.86
原価,2135,2653,1270.494,1558.226,2179.453,3601.763,9293.663,2177.096,50388.526,11824.289,0,0,0,0,2400,,1270.494
粗利,24480,29103,34020.366,30275.058,20735.249,36971.144,40927.356999999996,30592.071,48985.053,50804.584,0,0,0,0,48624.196,,34020.366
人件費,9683,9248,11414.181,11583.182000000003,13502.006,11887.482,10668.612,11699.818,11807.073,11998.080999999986,0,0,0,0,11807.073,,11414.181
その他販管費,14765,5304,26141.518,20650.814,12057.992,13977.939999999999,8765.322000000002,11283.779000000002,9675.625,12141.502999999999,0,0,0,0,9675.625,,26141.518
管理部門コスト,8340,12837,5289.606434204337,6269.7737726133155,6353.332541407811,6208.513103205403,8412.16374437433,8166.410141141267,9327.694172569509,9962.263570457364,0,0,0,0,9327.69417256952,,5289.606434204337
エンジニアコスト,2808,2498,3311.992255656707,2784.263907329234,2838.1097499207594,2245.901749693691,2105.3683094868325,2350.970466777324,2000.1282145851576,2084.207982016874,0,0,0,0,2000.12821458516,,3311.992255656707
営業利益,-11117,-785,-12136.931689861049,-11012.975679942541,-14016.191291328567,2651.3071471009025,10975.890946138832,-2908.9066079185905,16174.53261284533,14618.52844752578,0,0,0,0,15813.675612845327,,-12136.931689861049
粗利率,0.92,0.916,0.963999347139741,0.9510504162875562,0.9048884423633351,0.9112273862949973,0.814944758190893,0.9335626688343954,0.4929383996524871,0.8112006741682866,0,0,0,0,,,
営業利益率,-0.418,-0.025,-0.34391147424180224,-0.345957887346544,-0.6116680588439931,0.065346738578552,0.21855173284291782,-0.08876962322290921,0.16276491976650384,0.23341516056860515,0,0,0,0,,,
1人当たり粗利益,1531,1911,1908.7718963573927,1709.055823969378,1085.9659376877241,2144.5422788135834,2449.3563715506057,1663.9747829790426,2609.6115393521686,2706.4023012998086,0,0,0,0,,,
1人当たり営業利益,-695,-52,-680.9636944416238,-621.6929534879478,-734.0691360155907,153.79129926513798,656.8679336505838,-158.2222805908642,861.6760494289791,778.741127611644,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",16,15,17.8231699999999,17.7144933333333,19.09383,17.2396433333333,16.7094333333333,18.3849366666666,18.7710133333333,18.772,18.7764233333333,19.2125666666666,18.9299633333333,16.6316366666666,,,
前月比_売上,1.25,1.193,1.1113131376747702,0.9020263036944977,0.7198346862359536,1.770605919291466,1.237796936758808,0.6524990332733187,3.0325329600230604,0.6302366648181204,0,0,0,0,,,
前月比_粗利,1.211,1.189,1.1689642304917018,0.8899098263669474,0.6848954343869464,1.7830094058672747,1.1070081304489792,0.7474724302377992,1.6012336333816695,1.0371446163383757,0,0,0,0,,,
前月比_人件費,1.292,0.955,1.2342323745674741,1.0148062309507797,1.165656034757979,0.88042339782696,0.8974660908003897,1.0966579345091938,1.0091672366185527,1.0161774217877695,0,0,0,0,,,
前月比_販管費(人件費以外),2.123,0.359,4.928642156862745,0.7899623120585422,0.5838991140978753,1.1592261796159757,0.6270825314745951,1.2873205342598937,0.8574809024529813,1.2548546476325817,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
Check,,,5.820766091346741e-11,1.2005330063402653e-10,-2.4374458007514477e-10,,,,,,,,,,,,
