Unnamed: 0,Unnamed: 1,Unnamed: 2,338422929.9999998,326050739.9999999,346703407.33333325,330636526.36363626,351055105,GROVEには韓国案件が含まれている,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
営業利益率,0.089,0.092,0.024310410437209225,0.020481267286406264,0.09628059058838483,0.06355427406379784,0.027788704993122058,0.09078909852156526,0.00996883801203711,0.031538297137662666,0.16486853834045762,-0.009007073068529577,0,0,,,0.058634308501068017,,,,,,,,,GEC,0,0,0,0,0,0,0,0
1人当たり粗利益,2163,2630,1766.2243922162836,1743.1175648236367,2061.4394583402855,1795.4920202794528,1784.6636801661984,2113.311125756944,1690.2945485997573,1840.524412079993,2725.31213402449,1623.8821732980807,0,0,,,,,,,,,,,,DX / AI,37327.802,19511.480000000003,0.02419647384180906,1015.5582197068969,0.522706373121032,-15267.477556027952,-794.6610060443775,-0.40901089102508503
1人当たり営業利益,426,551,95.94023939549568,84.28290284076459,451.9814394189457,228.80489283712132,101.31997916892364,436.1666973704691,39.40284693044412,126.7687671125792,910.221894762987,-32.90819741337835,0,0,,,,,,,,,,,,GROVE,268089.656010815,103057.693385969,0.12780336408159593,1184.32266209083,0.38441503085002116,-49587.648860947,-569.853393534395,-0.1849666622681876
"人数(正社員=1, Intern&Part Time=0.3)",413,412,410.1940599999991,425.4701899999992,445.9038099999992,465.73859666666596,474.6398899999989,482.41533333333285,481.6458333333325,484.2880699999994,481.2945166666655,496.5735899999991,283.94057,269.058443333333,,,,,,,,,,,,ENGAWA,83795.1638685944,38947.9431938254,0.04829991823693853,639.059495295603,0.46479941557131677,-27551.9377646087,-452.073357369435,-0.32880104880294764
前月比_売上,1.097,1.25,0.652755809917205,1.0815682335671755,1.1955596288382981,0.8010133174818159,1.0321153642615244,1.339210617884832,0.8214307717168393,1.0225084993216471,1.365031292186894,0.6827844504113479,0,0,,,,,,,,,,,,LYFT,144944.243575027,84992.7734418601,0.10540079067957794,1845.99515182777,0.5863825381783139,1370.33044186014,29.7628051143223,0.009454190163480486
前月比_粗利,1.13,1.213,0.6689436655001031,1.023671402838318,1.2394127271719155,0.9097329852625818,1.012966097661673,1.203549405158639,0.7985565124052363,1.0948513405367446,1.47157299962225,0.6147675968497073,0,0,,,,,,,,,,,,AnyReach,25401.7273275375,25401.7273275375,0.03150105634311326,1011.40476403769,1,-3580.40995342161,-142.558954255558,-0.1409514363828384
前月比_人件費,1.018,1.257,1.0453558676407333,1.0586618884956698,0.9486788413355762,1.0707055904171598,0.9769985592037623,1.014659182342088,1.0072663972968658,0.9906916904024708,1.0535411904649779,1.0005886316270527,0,0,,,,,,,,,,,,,,,,,,,,
前月比_その他販管費,1.156,1.183,0.7630954909614032,0.9634416320430771,1.0633418814916151,0.95365813940718,1.0617553627874352,1.0682841059952681,0.9245767078131092,1.0669981834185331,1.1428618613627737,0.89745159532537,0,0,,,,,,,,,,,,Check,-,-,,,,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCM,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月 - 10月）",,,,,,,,10,Jan - Oct,,,,,,,,
売上高,515283,529943,331817.7862752799,415906.87222890387,544751.2975518598,422961.346353464,471562.3607869489,517257.595421866,531782.8277359194,522420.2762905611,698189.3165291481,582323.1983125106,0,0,,,5038972.877486462,,,,,,,,(千円）,,売上高,粗利,粗利構成比,1人当たり粗利益,粗利率,営業利益,1人当たり営業利益,営利率
原価,273556,245452,157299.6248128902,240423.1959168355,307682.89345719025,186910.48248947135,236304.44173690907,288073.6503408788,291529.0155833484,264016.4591049234,300972.70586411294,292245.6658309809,0,0,,,2565458.1351375408,,,,,,,,ALL,,19509666.167730898,8911661.350827616,,,,1143935.7848315844,,0.0586343085010681
粗利,241727,284491,174518.1614623897,175483.67631206836,237068.4040946695,236050.86386399265,235257.9190500398,229183.94508098718,240253.812152571,258403.81718563766,397216.6106650352,290077.5324815297,0,0,,,2473514.7423489206,,,,,,,,,BM,3921101.0525309923,1849354.7127406942,0.20752075734665867,1988.6561894184297,0.4716416863439346,513757.70078339963,605.1931858283681,0.13102383588195957
人件費,45844,43962,48830.22699999982,56347.30940000001,53017.229049999936,62354.50111962554,55890.95756049128,68402.95206309506,63889.45131354078,65229.37169999984,76203.70049999985,72035.2242,0,0,69877.2672,,622200.9239067521,,,,,,,,,PM,123763.083,61905.13,0.006946530794087114,583.4760038691833,0.5001905939915863,14183.940667782037,133.68216707316958,0.11460558612443451
その他販管費,28982,49373,43832.418000000005,26295.688000000006,44540.40733333333,31405.850363636368,39391.166999999994,40579.71400000001,80244.62599999999,68281.89899999999,88645.52699999999,95194.462,0,0,95194.462,,558411.7586969696,,,,,,,,,BC,994108.7419554691,562254.8996082267,0.0630920405829841,3380.255215650721,0.5655869180893017,123412.58395501651,605.3769450662379,0.12414394798727638
管理部門コスト,45030,69869,26163.475051656525,34284.16671374668,35289.56911884006,41802.31778515799,56080.96632903702,49244.45058035275,63799.25600315295,69263.4087547531,61144.57588634282,61003.449940707535,0,0,61003.4499407076,,498075.6361637474,,,,,,,,,PG Web,4234299.356082225,1173718.2008523752,0.13170588004259984,2722.4006470468717,0.27719301403818436,442419.9308553237,1008.2451368970809,0.10448480224238836
エンジニアコスト,9667,8700,11423.761658301391,10843.843562020977,11261.787530002266,12882.885847804357,12980.470165506154,13762.020339968672,18457.277978607337,17674.132588194334,16740.721041388937,17445.297463459032,0,0,17445.29746345908,,143472.19817525346,,,,,,,,,PG App,1015035.8610000001,655386.835,0.07354260998025187,4364.903571749103,0.6456785027814893,2526.745596735156,6.909361311315128,0.0024893165786732297
営業利益,112204,112587,44268.27975243196,47712.66863630069,92959.41106249389,87605.30874776837,70914.35799500538,57194.8080975707,13863.200857269927,37955.00514269041,154482.08623730362,44399.09887736314,0,0,,,651354.2254061978,,,,,,,,,CG,1767878.7472130845,455110.6346111465,0.051069112334355134,8491.41460468588,0.25743317256830595,299007.2762586295,5869.016349606831,0.16913336207587196
粗利率,0.469115029993227,0.5368332065901427,0.5259457710853613,0.4219302157034013,0.43518648814618166,0.5580908655107402,0.49889036660482955,0.4430750695774102,0.45178933884619493,0.4946282311636732,0.5689239311762687,0.498138376286799,0,0,,,0.49087677240738753,,,,,,,,,D2C Creator,1194420.744,644008.679,0.07226583839389181,2422.112313490519,0.5391807553871486,-214605.59927944897,-765.0580499519737,-0.17967336916868631
営業利益率,0.21775218666247478,0.21245115040674187,0.1334114130811134,0.11471959667461548,0.17064559823952372,0.20712367572841422,0.15038171807576553,0.11057316239295363,0.026069290195572695,0.07265224353884094,0.22126102846326534,0.07624477095541682,0,0,,,0.12926329258813277,,,,,,,,,GEC,269158.834,193694.484,0.02173494664740731,1076.4800727232134,0.7196289310719782,-28101.5760142215,-156.86072698048193,-0.10440517814927636
1人当たり粗利益,2778.4712643678163,3427.602409638554,1979.6281143698716,1811.616474440726,2235.300196535659,2033.5954294854487,2111.906849146796,2067.264011082076,1871.2906751195812,1979.8967632841775,3131.5886345091844,2159.0580067797973,0,0,,,,,,,,,,,,DX / AI,495752.89900000003,369462.51999999996,0.04145832134495196,2143.804254663944,0.745255389822743,7992.44159650791,140.38787477779584,0.016121825233154932
1人当たり営業利益,1289.7011494252874,1356.4698795180723,502.15250056705963,492.56465534343954,876.5073127790289,754.7261321219805,636.5971396722442,515.9033646928106,107.97780172180877,290.8122358674808,1217.910662613163,330.4641662693493,0,0,,,,,,,,,,,,GROVE,3100145.045180684,1522166.5762812637,0.17080615121667542,2092.2829705525032,0.4909985030047354,159335.33457257552,290.77503613685104,0.05139609026366993
"人数(正社員=1, Intern&Part Time=0.3)",87,83,88.15704333333332,96.86579846666656,106.0566292,116.0756266666667,111.395973333333,110.8634136,128.38936,130.5137833333326,126.8418866666666,134.35374666666598,137.3909366666663,129.085993333333,,,,,,,,,,,,ENGAWA,788201.2714857059,454911.6465392194,0.05104678338085326,779.9809204206172,0.5771516273777912,-185200.97636312852,-303.1461074806367,-0.2349666044233058
前月比_売上,,1.0284503855163085,0.6261386342970469,1.253419465235847,1.309791527686139,0.7764301769528112,1.1149065153411668,1.0969017852880802,1.0280812354281756,0.9823940320050957,1.3364514131929048,0.834047706727119,0,0,,,,,,,,,,,,LYFT,1459205.022268231,827701.8377564139,0.09287851110719621,2133.99928740304,0.5672279255658056,41334.840756414225,91.76573720114257,0.028326958943824178
前月比_粗利,,1.1769103161831322,0.6134400085148202,1.0055324605851224,1.3509427718683247,0.9957078201350252,0.9966407883412377,0.9741816386305759,1.0483012327398065,1.075545128172787,1.537193277526834,0.7302754333356574,0,0,,,,,,,,,,,,AnyReach,146595.5100145037,141985.1944382776,0.015932516828087457,1093.326797735557,0.9685507722864775,-32126.858554000617,-269.8064077009177,-0.21915308695895316
前月比_人件費,,0.9589477357996684,1.1107371593649018,1.1539432204564648,0.9409008098974097,1.1761176930016415,0.8963419890613172,1.223864378939329,0.9340159947279613,1.0209724822941948,1.1682421356206323,0.945298243095165,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),,1.703574632530536,0.8877811354383977,0.5999141548613631,1.693829320355996,0.7051091861059998,1.2542620735915344,1.0301729319164374,1.977456667141616,0.8509217676458484,1.2982287882766705,1.073877782913965,0,0,,,,,,,,,,,,Check,-,-,,,,-,,
,,,1890.6625273681288,1802.216071486945,2068.649956883747,1954.5224558415134,2030.191478371028,2003.1239906795488,,,253435297.66989094,167458919.41111502,,,-0.33924389794654175,,,,,,,,,,,,,,,,,,,
BM,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月 - 10月）",,,,,,,,,,,,,,,,,
売上高,441716,448927,264012.49095632386,358106.98290461145,456745.32182654046,357588.11472359404,420806.2551161151,482993.34803594666,395807.2910592775,378449.90603488643,435738.9656659724,370852.3762077245,0,0,355658.1348837209,,3921101.0525309923,,-64886.58945824788,,,,,,,,,,,,,,,
原価,242013,219882,122612.49413371012,215377.49300207326,268827.96766512946,162392.8873760461,212374.67093611523,274942.05249991413,240086.78898863893,189434.86039598027,182303.66799608144,203393.45679660948,0,0,202725.1368837209,,2071746.3397902986,,21089.78880052804,,,,,,,,,,,,,,,
粗利,199703,229045,141399.99682261376,142729.4899025382,187917.354161411,195195.22734754795,208431.58417999986,208051.29553603253,155720.50207063855,189015.04563890616,253435.29766989095,167458.91941111503,0,0,152932.998,,1849354.7127406942,,-85976.37825877592,-0.33924389794654175,,,,,,,,,,,,,,
人件費,38220,36126,37362.792199999836,45254.07849000001,42895.98651999993,50895.90079962554,51121.530450491286,64989.74726309505,51621.23941354078,51252.57919999985,62546.31819999985,59422.890199999994,0,0,57264.9332,,517363.0627367521,,,,,,,,,,,,,,,,,
その他販管費,15596,27575,31778.50600000001,19149.950000000004,30349.658333333326,19322.16336363637,25387.284999999996,29026.994000000006,34008.787,30911.94099999999,32846.029999999984,39226.372,0,0,39226.372,,292007.6866969697,,6380.342000000019,0.19425002047431675,,,,,,,,,,,,,,
管理部門コスト,37965,58573,20561.53066974463,27840.067244841408,28796.197985731385,34300.80946278344,51685.952565052125,46135.11862972202,51629.54316005678,55655.04976656437,49119.386482186164,49469.56075268229,0,0,49469.5607526824,,415193.2167193646,,,,,,,,,,,,,,,,,
エンジニアコスト,8054,7120,9142.282185408225,8920.317000553165,9135.426332839606,10653.69025377736,11761.03787000826,12714.840623994576,12542.230110849287,12586.362353074357,11739.522078006265,11837.336995696962,0,0,11837.336995697,,111033.04580420809,,,,,,,,,,,,,,,,,
営業利益,99867,99650,42554.88576746106,41565.07716714361,76740.08498950675,80022.66346772523,68475.77829444819,55184.5950192209,5918.702386191697,38609.11331926758,97184.0409096987,7502.759462735761,0,0,-4865.204948379396,,513757.70078339963,,,,,,,,,,,,,,,,,
粗利率,0.452,0.51,0.5355807079825092,0.3985666203570146,0.41142699263984345,0.545866093727496,0.4953148429851318,0.43075395630614016,0.39342504695629094,0.4994453496349456,0.5816218370155326,0.4515514262670296,0,0,,,0.4716416863439346,,,,,,,,,,,,,,,,,
営業利益率,0.226,0.222,0.16118512276944127,0.11606888206984574,0.1680150432250088,0.22378446087219814,0.16272519113470243,0.1142553934616793,0.014953495096949316,0.10201908549478804,0.22303270665997263,0.020231121449072936,0,0,,,0.13102383588195957,,,,,,,,,,,,,,,,,
1人当たり粗利益,2743,3296,2040.9500149479206,1814.540096164566,2171.4022028583604,2049.387821560324,2030.191478371028,2003.1239906795488,1498.7669002520383,1802.3506277520517,2487.192572180032,1537.0034585503954,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,1372,1434,614.2319426793412,528.422676851556,886.738696047324,840.1715256468665,666.976370760378,531.3189034181802,56.96587867950031,368.15672208905073,953.7559562831159,68.86326081315413,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",73,69,69.28146,78.6587687999999,86.5419377,95.2456266666667,102.665973333333,103.8634136,103.89908,104.871406666666,101.89613,108.951556666666,112.392083333333,107.243953333333,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.194,1.016,0.5880967082762317,1.3564016672372288,1.2754437741533882,0.7829048216489372,1.1767903847737975,1.1477808187586755,0.8194880792226141,0.9561468790078665,1.1513781843185473,0.8510883933478915,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.153,1.147,0.617345922515723,1.0094023557977323,1.3165979524604832,1.0387291169493884,1.06781086306421,0.9981754749623795,0.7484716769940479,1.2138096340914981,1.3408207627770177,0.6607561020534582,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,1.051,0.945,1.034235514587827,1.2112070813058828,0.9478921668790328,1.1864956358072265,1.0044331595928333,1.271279374666501,0.7942982022158797,0.9928583618346012,1.2203545494935801,0.9500621604934075,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.048,1.768,1.1524390208522215,0.6026069948033428,1.5848426932359259,0.636651759022099,1.3138945428739088,1.1433673982861898,1.1716262111054279,0.9089398278156758,1.0625676983532024,1.1942500204743167,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,➡5月からBMと合併する形,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月 - 10月）",,,,,,,,,,,,,,,,,
売上高,19752,18873,28430.065,36613.544,35796.963,22922.511,0,0,0,0,0,0,0,0,,,123763.083,,,,,,,,,,,,,,,,,
原価,10008,9291,17477.715,17217.895,19244.947000000004,7917.396000000001,0,0,0,0,0,0,0,0,,,61857.953,,,,,,,,,,,,,,,,,
粗利,9744,9582,10952.349999999999,19395.649,16552.016,15005.114999999998,0,0,0,0,0,0,0,0,,,61905.13,,,,,,,,,,,,,,,,,
人件費,4159,3553,6652.954899999983,6973.813,6433.0815,6664.5677000000005,0,0,0,0,0,0,0,0,0,,26724.417099999984,,,,,,,,,,,,,,,,,
その他販管費,-347,1882,319.5540000000001,-77.06800000000021,33.41699999999946,605.6210000000001,0,0,0,0,0,0,0,0,0,,881.5239999999994,,,,,,,,,,,,,,,,,
管理部門コスト,4535,5648,3353.643190661894,3999.4620392114284,4092.7352060490784,4429.599249409836,0,0,0,0,0,0,0,0,0,,15875.439685332236,,,,,,,,,,,,,,,,,
エンジニアコスト,631,457,1065.4504011800434,1114.359401385073,968.426213221692,1091.5725310989287,0,0,0,0,0,0,0,0,0,,4239.808546885737,,,,,,,,,,,,,,,,,
営業利益,766,-1958,-439.25249184192216,7385.0825594034995,5024.356080729229,2213.754519491231,0,0,0,0,0,0,0,0,,,14183.940667782037,,,,,,,,,,,,,,,,,
粗利率,0.493,0.508,0.3852383031836191,0.5297397323788159,0.46238604096107255,0.6546017144456817,0,0,0,0,0,0,0,0,,,0.5001905939915863,,,,,,,,,,,,,,,,,
営業利益率,0.039,-0.104,-0.015450280955809359,0.20170357066236197,0.14035704874542648,0.09657556798603918,0,0,0,0,0,0,0,0,,,0.11460558612443451,,,,,,,,,,,,,,,,,
1人当たり粗利益,1121,1430,969.2345132743361,1716.4291150442477,1345.692357723577,1219.9280487804876,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,88,-292,-38.87190193291347,653.5471291507521,408.48423420562835,179.98004223505941,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",9,7,11.3,11.3,12.3,12.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.126,0.956,1.5063882265670534,1.287845947591045,0.9776972969347082,0.6403479256047502,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.181,0.983,1.143012940930912,1.7709120873602473,0.8533880975057859,0.906543045874291,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,0.958,0.854,1.872489417393747,1.0482279084741755,0.922462575351533,1.0359837194663242,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),-0.236,-5.418,0.16979489904357073,-0.2411736357548339,-0.43360408989463034,18.123140916300382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月 - 10月）",,,,,,,,,,,,,,,,,
売上高,53815,62143,39375.23031895602,21186.34532429245,52209.0127253193,42450.72062986994,50756.10567083379,34264.247385919334,135975.53667664193,143970.3702556746,262450.35086317576,211470.8221047861,0,0,90137.785,,994108.7419554691,,-50979.52875838967,,,,,,,,,,,,,,,
原価,21535,16279,17209.415679180056,7827.807914762274,19609.97879206082,16600.199113425253,23929.770800793827,13131.597840964705,51442.22659470946,74581.59870894314,118669.03786803148,88852.20903437147,0,0,36055.114,,431853.84234724246,,-29816.82883366001,,,,,,,,,,,,,,,
粗利,32279,45864,22165.814639775963,13358.537409530178,32599.033933258477,25850.521516444685,26826.334870039966,21132.649544954627,84533.31008193248,69388.77154673147,143781.31299514428,122618.61307041462,0,0,54082.671,,562254.8996082267,,-21162.699924729663,-0.14718672047072182,,,,,,,,,,,,,,
人件費,3465,4283,4814.479899999999,4119.41791,3688.16103,4794.03262,4769.4271100000005,3413.2048,12268.2119,13976.7925,13657.382300000001,12612.334,0,0,12612.334,,78113.44407,,,,,,,,,,,,,,,,,
その他販管費,13733,19916,11734.358,7222.8060000000005,14157.332000000002,11478.066,14003.881999999998,11552.720000000001,46235.839,37369.958,55799.497,55968.09,0,0,55968.09,,265522.548,,168.59299999999348,0.003021407164297439,,,,,,,,,,,,,,
管理部門コスト,2530,5648,2248.301191250004,2444.637429693847,2400.6359270595963,3071.9090729647073,4395.013763984897,3109.331950630728,12169.712843096166,13608.35898818872,12025.189404156656,11533.889188025245,0,0,11533.8891880252,,67006.97975905056,,,,,,,,,,,,,,,,,
エンジニアコスト,982,1123,1216.0290717131227,809.1671600827394,1157.9349839409672,1137.6230629280667,1219.4322954978934,1047.1797159740959,5915.047867758052,5087.770235119976,5001.198963382672,5607.960467762071,0,0,5607.96046776208,,28199.343824159656,,,,,,,,,,,,,,,,,
営業利益,11570,14893,2152.646476812839,-1237.491090246409,11194.969992257913,5368.8907605519125,2438.5797005571767,2010.2130783498033,7944.498471078259,-654.1081765772105,57298.04532760495,36896.339414627306,0,0,-31639.602655787283,,123412.58395501651,,,,,,,,,,,,,,,,,
粗利率,0.6,0.738,0.5629380313517786,0.6305258035331446,0.6243947592873986,0.6089536557420718,0.5285341441286994,0.6167551064798508,0.6216802827037764,0.4819656393430474,0.5478419538105412,0.5798370283426418,0,0,,,0.5655869180893017,,,,,,,,,,,,,,,,,
営業利益率,0.215,0.24,0.05467006692724061,-0.058409842344422216,0.21442600439806433,0.12647348928098426,0.04804505129633042,0.058667947838127246,0.058425939439171015,-0.004543352742759434,0.21831956078228434,0.17447484739216065,0,0,,,0.12414394798727638,,,,,,,,,,,,,,,,,
1人当たり粗利益,6656,6845,2925.9548294115048,1934.0495197231464,4518.4238207910175,3030.541795597267,3072.8905922153454,3018.949934993518,3451.708599572258,2706.019510154544,5763.758338397886,4827.088257761028,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,2386,2223,284.1558705243169,-179.16400391597324,1551.6907399655151,629.4127503577859,279.33329903289535,287.1732969071148,324.3939420487744,-25.508874823896807,2296.905485499609,1452.4865539005616,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",5,7,7.57558333333333,6.90702966666666,7.2146915,8.53,8.73,7,24.49028,25.6423766666666,24.9457566666666,25.40219,24.9988533333333,21.84204,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.801,1.155,0.633622939332765,0.5380627656695363,2.464276491588003,0.8130918095159272,1.1956476808339473,0.6750763663416508,3.96843786309225,1.0587961171136606,1.8229469744162947,0.8057555320816964,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.34,1.421,0.48329440606523555,0.6026639501694036,2.440314604351959,0.7929842819688971,1.0377483043417333,0.7877576138272945,4.000128327596036,0.8208453150536467,2.0721120981124654,0.8528132795292782,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,0.973,1.236,1.1240905673593273,0.8556309291061742,0.8953112091509065,1.299843629658437,0.9948674713022709,0.7156425124609986,3.594338054370485,1.1392689182357536,0.9771471029565618,0.9234810685500104,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.063,1.45,0.5891925085358506,0.6155263031859093,1.9600875338476489,0.8107506414344171,1.220055887463968,0.8249655345567752,4.00216044360116,0.8082465638830518,1.4931645628287835,1.0030214071642973,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,➡7月からBCと合併する形,,,,,,,,,,,,,,,,,,,,,,,,,
Global E-Commerce,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月 - 10月）",,,,,,,,,,,,,,,,,
売上高,87540,107157,38150.909,38825.544,47317.71,34887.141,36040.795,73936.735,0,0,0,0,0,0,,,269158.834,,,,,,,,,,,,,,,,,
原価,32339,54898,1319.459,10251.765,11210.991,8896.743,10499.158,33286.234,0,0,0,0,0,0,,,75464.34999999999,,,,,,,,,,,,,,,,,
粗利,55201,52259,36831.45,28573.779000000002,36106.719,25990.398,25541.637,40650.501000000004,0,0,0,0,0,0,,,193694.484,,,,,,,,,,,,,,,,,
人件費,12244,11367,11502.403557303602,12194.538508950896,12237.93795,10808.70112,9289.04249,9776.32992,0,0,0,0,0,0,0,,65808.95354625449,,,,,,,,,,,,,,,,,
その他販管費,32413,60841,10944.501999999997,11067.329000000002,14379.641,11679.580999999996,13307.995000000003,19866.833000000002,0,0,0,0,0,0,0,,81245.881,,,,,,,,,,,,,,,,,
