,,,,,,,,,,,,,,,,,,,,,,
,1月売上,,10013672,進捗率,目標,,,1月営業利益,,8971441,,,,,,,請求書支払日：Greed、NEL、CCPR、リアレーション、PPP 2ヶ月後,,,,,
,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書受取,請求書送付,備考,,,,,,
,,モテコスメちゃん,lipsアドセンス,,,,,,35361.0,,False,False,False,False,False,,,,,,,
,,ビビちゃん,lipsアドセンス,,,,,,9936.0,,False,False,False,False,False,,,,,,,
,,,lips登録料,,,,,,68375.0,,False,False,False,False,False,,,,,,,
,,,,,,,,,,,False,False,False,False,False,,,,,,,
,,,,,,,,,,,False,False,False,False,False,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,代理店比率,,案件投稿数,比率,ランキング,比率,案件数,シェア率,,,,,,,,,,,,,,
,株式会社マッシュ ビューティラボ,,1,0.04,Dr.ルルルン株式会社,,9.0,0.36,,,,,,,,,,,,,,
,トレンダーズ株式会社,,2,0.08,株式会社OMOT,,7.0,0.28,,,,,,,,,,,,,,
,,,0,0,トレンダーズ株式会社,,2.0,0.08,,,,,,,,,,,,,,
,Dr.ルルルン株式会社,,9,0.36,株式会社クリーク･アンド･リバー社,,2.0,0.08,,,,,,,,,,,,,,
,株式会社OMOT,,7,0.28,株式会社Leading Communication,,2.0,0.08,,,,,,,,,,,,,,
,取引先,,0,0,株式会社マッシュ ビューティラボ,,1.0,0.04,,,,,,,,,,,,,,
,株式会社クリーク･アンド･リバー社,,2,0.08,株式会社YON,,1.0,0.04,,,,,,,,,,,,,,
,株式会社Leading Communication,,2,0.08,株式会社ＮＥＫＫＹＯ,,1.0,0.04,,,,,,,,,,,,,,
,株式会社メディアエイド,,0,0,studio15株式会社,,1.0,0.04,,,,,,,,,,,,,,
,株式会社YON,,1,0.04,,,0.0,0.0,,,,,,,,,,,,,,
,株式会社ＮＥＫＫＹＯ,,1,0.04,取引先,,0.0,0.0,,,,,,,,,,,,,,
,studio15株式会社,,1,0.04,株式会社メディアエイド,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
